Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,blackout (product.metafields.custom.blackout),electrical (product.metafields.custom.electrical),finish (product.metafields.custom.finish),next_day (product.metafields.custom.next_day),perfectfit (product.metafields.custom.perfectfit),pvc (product.metafields.custom.pvc),salesfire (product.metafields.custom.salesfire),sample (product.metafields.custom.sample),subtitle (product.metafields.custom.subtitle),verticalslatlink (product.metafields.custom.verticalslatlink),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Blind/Shade style (product.metafields.shopify.blind-shade-style),Color (product.metafields.shopify.color-pattern),Control technology (product.metafields.shopify.control-technology),Light control (product.metafields.shopify.light-control),Window treatment material (product.metafields.shopify.window-treatment-material),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United Kingdom,Price / United Kingdom,Compare At Price / United Kingdom,Status
eb-karina-sandstone-roman-blind,EB Karina Sandstone Roman Blind,,1Clickblinds,Home & Garden > Decor > Window Treatments > Window Blinds & Shades > Blinds,Roman Blinds,"roman-blinds, romna_eb_d",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,54.59,54.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0795/7522/0570/files/KarinaSandstone.webp?v=1746610261,1,,false,,,2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
eb-karina-natural-roman-blind,EB Karina Natural Roman Blind,,1Clickblinds,Home & Garden > Decor > Window Treatments > Window Blinds & Shades > Blinds,Roman Blinds,"roman-blinds, romna_eb_d",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,54.59,54.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0795/7522/0570/files/KarinaNatural.webp?v=1746610220,1,,false,,,2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
eb-karina-ivory-roman-blind,EB Karina Ivory Roman Blind,,1Clickblinds,Home & Garden > Decor > Window Treatments > Window Blinds & Shades > Blinds,Roman Blinds,"roman-blinds, romna_eb_d",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,54.59,54.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0795/7522/0570/files/KarinaIvory.webp?v=1746606241,1,,false,,,2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
eb-karina-gold-roman-blind,EB Karina Gold Roman Blind,,1Clickblinds,Home & Garden > Decor > Window Treatments > Window Blinds & Shades > Blinds,Roman Blinds,"roman-blinds, romna_eb_d",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,54.59,54.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0795/7522/0570/files/KarinaGold.webp?v=1746606195,1,,false,,,2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
eb-karina-duckegg-roman-blind,EB Karina DuckEgg Roman Blind,,1Clickblinds,Home & Garden > Decor > Window Treatments > Window Blinds & Shades > Blinds,Roman Blinds,"roman-blinds, romna_eb_d",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,54.59,54.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0795/7522/0570/files/KarinaDuckEgg.webp?v=1746606095,1,,false,,,2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
eb-karina-denim-roman-blind,EB Karina Denim Roman Blind,,1Clickblinds,Home & Garden > Decor > Window Treatments > Window Blinds & Shades > Blinds,Roman Blinds,"roman-blinds, romna_eb_d",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,54.59,54.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0795/7522/0570/files/KarinaDenim.webp?v=1746606061,1,,false,,,2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
eb-karina-cream-roman-blind,EB Karina Cream Roman Blind,,1Clickblinds,Home & Garden > Decor > Window Treatments > Window Blinds & Shades > Blinds,,romna_eb_d,true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,54.00,54.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0795/7522/0570/files/KarinaCream.webp?v=1746605810,1,,false,,,2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
eb-karina-caramel-roman-blind,EB Karina Caramel Roman Blind,,1Clickblinds,Home & Garden > Decor > Window Treatments > Window Blinds & Shades > Blinds,Roman Blinds,"roman-blinds, romna_eb_d",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,54.59,54.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0795/7522/0570/files/KarinaCaramel.webp?v=1746605175,1,,false,,,2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
eb-karina-aqua-roman-blind,EB Karina Aqua Roman Blind,,1Clickblinds,Home & Garden > Decor > Window Treatments > Window Blinds & Shades > Blinds,Roman Blinds,"roman-blinds, romna_eb_d",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,54.59,54.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0795/7522/0570/files/KarinaAqua.webp?v=1746605125,1,,false,,,2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
eb-jive-ochre-blind-roman-blind,EB Jive - Ochre Blind Roman Blind,,1Clickblinds,Home & Garden > Decor > Window Treatments > Window Blinds & Shades > Blinds,Roman Blinds,"roman-blinds, romna_eb_b",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,46.79,47.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0795/7522/0570/files/Jive-OchreBlind.webp?v=1746605076,1,,false,,,2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
eb-jive-blue-blind-roman-blind,EB Jive - Blue Blind Roman Blind,,1Clickblinds,Home & Garden > Decor > Window Treatments > Window Blinds & Shades > Blinds,Roman Blinds,"roman-blinds, romna_eb_b",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,46.79,47.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0795/7522/0570/files/Jive-BlueBlind.webp?v=1746605018,1,,false,,,2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
eb-izmir-teal-silver-roman-blind,EB Izmir Teal Silver Roman Blind,,1Clickblinds,Home & Garden > Decor > Window Treatments > Window Blinds & Shades > Blinds,Roman Blinds,"roman-blinds, romna_eb_b",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,46.79,47.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0795/7522/0570/files/IzmirTealSilver.webp?v=1746604902,1,,false,,,2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
eb-izmir-teal-gold-roman-blind,EB Izmir Teal gold Roman Blind,,1Clickblinds,Home & Garden > Decor > Window Treatments > Window Blinds & Shades > Blinds,Roman Blinds,"roman-blinds, romna_eb_b",true,Title,Default Title,,,,,,,,,0.0,,-2,deny,manual,46.79,47.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0795/7522/0570/files/IzmirTealgold.webp?v=1746604860,1,,false,,,2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
eb-izmir-shadow-roman-blind,EB Izmir Shadow Roman Blind,,1Clickblinds,Home & Garden > Decor > Window Treatments > Window Blinds & Shades > Blinds,Roman Blinds,"roman-blinds, romna_eb_b",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,46.79,47.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0795/7522/0570/files/IzmirShadow.webp?v=1746604816,1,,false,,,2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
eb-izmir-oatmeal-roman-blind,EB Izmir Oatmeal Roman Blind,,1Clickblinds,Home & Garden > Decor > Window Treatments > Window Blinds & Shades > Blinds,Roman Blinds,"roman-blinds, romna_eb_b",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,46.79,47.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0795/7522/0570/files/IzmirOatmeal.webp?v=1746604746,1,,false,,,2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
eb-izmir-mink-roman-blind,EB Izmir Mink Roman Blind,,1Clickblinds,Home & Garden > Decor > Window Treatments > Window Blinds & Shades > Blinds,Roman Blinds,"roman-blinds, romna_eb_b",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,46.79,47.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0795/7522/0570/files/IzmirMink.webp?v=1746604702,1,,false,,,2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
eb-izmir-midnight-roman-blind,EB Izmir Midnight Roman Blind,,1Clickblinds,Home & Garden > Decor > Window Treatments > Window Blinds & Shades > Blinds,Roman Blinds,"roman-blinds, romna_eb_b",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,46.79,47.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0795/7522/0570/files/IzmirMidnight.webp?v=1746604653,1,,false,,,2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
eb-izmir-mid-blue-roman-blind,EB Izmir Mid Blue Roman Blind,,1Clickblinds,Home & Garden > Decor > Window Treatments > Window Blinds & Shades > Blinds,Roman Blinds,"roman-blinds, romna_eb_b",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,46.79,47.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0795/7522/0570/files/IzmirMidBlue.webp?v=1746603200,1,,false,,,2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
eb-izmir-jade-roman-blind,EB Izmir Jade Roman Blind,,1Clickblinds,Home & Garden > Decor > Window Treatments > Window Blinds & Shades > Blinds,Roman Blinds,"roman-blinds, romna_eb_b",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,46.79,47.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0795/7522/0570/files/IzmirJade.webp?v=1746602899,1,,false,,,2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
eb-izmir-glacier-roman-blind,EB Izmir Glacier Roman Blind,,1Clickblinds,Home & Garden > Decor > Window Treatments > Window Blinds & Shades > Blinds,Roman Blinds,"roman-blinds, romna_eb_b",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,46.79,47.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0795/7522/0570/files/IzmirGlacier.webp?v=1746602851,1,,false,,,2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
eb-izmir-dark-brown-roman-blind,EB Izmir Dark Brown Roman Blind,,1Clickblinds,Home & Garden > Decor > Window Treatments > Window Blinds & Shades > Blinds,Roman Blinds,"roman-blinds, romna_eb_b",true,Title,Default Title,,,,,,,,,0.0,,-1,deny,manual,46.79,47.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0795/7522/0570/files/IzmirDarkBrown.webp?v=1746602814,1,,false,,,2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
eb-izmir-blush-rose-gold-roman-blind,EB Izmir Blush Rose Gold Roman Blind,,1Clickblinds,Home & Garden > Decor > Window Treatments > Window Blinds & Shades > Blinds,Roman Blinds,"roman-blinds, romna_eb_b",true,Title,Default Title,,,,,,,,,0.0,,-1,deny,manual,46.79,47.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0795/7522/0570/files/IzmirBlushRoseGold.webp?v=1746602769,1,,false,,,2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
eb-istanbul-stone-roman-blind,EB Istanbul Stone Roman Blind,,1Clickblinds,Home & Garden > Decor > Window Treatments > Window Blinds & Shades > Blinds,Roman Blinds,"roman-blinds, romna_eb_a",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,38.99,38.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0795/7522/0570/files/IstanbulStone.webp?v=1746602690,1,,false,,,2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
eb-istanbul-steel-roman-blind,EB Istanbul Steel Roman Blind,,1Clickblinds,Home & Garden > Decor > Window Treatments > Window Blinds & Shades > Blinds,Roman Blinds,"roman-blinds, romna_eb_a",true,Title,Default Title,,,,,,,,,0.0,,-3,deny,manual,38.99,38.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0795/7522/0570/files/IstanbulSteel.webp?v=1746602650,1,,false,,,2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
eb-istanbul-silver-roman-blind,EB Istanbul Silver Roman Blind,,1Clickblinds,Home & Garden > Decor > Window Treatments > Window Blinds & Shades > Blinds,Roman Blinds,"roman-blinds, romna_eb_a",true,Title,Default Title,,,,,,,,,0.0,,-4,deny,manual,38.99,38.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0795/7522/0570/files/IstanbulSilver.webp?v=1746602609,1,,false,,,2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
eb-istanbul-platinum-roman-blind,EB Istanbul Platinum Roman Blind,,1Clickblinds,Home & Garden > Decor > Window Treatments > Window Blinds & Shades > Blinds,Roman Blinds,"roman-blinds, romna_eb_a",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,38.99,38.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0795/7522/0570/files/IstanbulPlatinum.webp?v=1746602571,1,,false,,,2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
eb-istanbul-peacock-roman-blind,EB Istanbul Peacock Roman Blind,,1Clickblinds,Home & Garden > Decor > Window Treatments > Window Blinds & Shades > Blinds,Roman Blinds,"roman-blinds, romna_eb_a",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,38.99,38.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0795/7522/0570/files/IstanbulPeacock.webp?v=1746602532,1,,false,,,2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
eb-istanbul-ocean-roman-blind,EB Istanbul Ocean Roman Blind,,1Clickblinds,Home & Garden > Decor > Window Treatments > Window Blinds & Shades > Blinds,Roman Blinds,"roman-blinds, romna_eb_a",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,38.99,38.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0795/7522/0570/files/IstanbulOcean.webp?v=1746602493,1,,false,,,2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
eb-istanbul-oatmeal-roman-blind,EB Istanbul Oatmeal Roman Blind,,1Clickblinds,Home & Garden > Decor > Window Treatments > Window Blinds & Shades > Blinds,Roman Blinds,"roman-blinds, romna_eb_a",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,38.99,38.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0795/7522/0570/files/IstanbulOatmeal.webp?v=1746602459,1,,false,,,2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
eb-istanbul-mink-roman-blind,EB Istanbul Mink Roman Blind,,1Clickblinds,Home & Garden > Decor > Window Treatments > Window Blinds & Shades > Blinds,Roman Blinds,"roman-blinds, romna_eb_a",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,38.99,38.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0795/7522/0570/files/IstanbulMink.webp?v=1746602416,1,,false,,,2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
eb-istanbul-gunmetal-roman-blind,EB Istanbul Gunmetal Roman Blind,,1Clickblinds,Home & Garden > Decor > Window Treatments > Window Blinds & Shades > Blinds,Roman Blinds,"roman-blinds, romna_eb_a",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,38.99,38.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0795/7522/0570/files/IstanbulGunmetal.webp?v=1746602378,1,,false,,,2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
eb-herringbone-wheat-roman-blind,EB Herringbone Wheat Roman Blind,,1Clickblinds,Uncategorized,Roman Blinds,"roman-blinds, romna_eb_b",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,46.79,47.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0795/7522/0570/files/HerringboneWheat_BLIND.webp?v=1746602307,1,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
eb-herringbone-sage-roman-blind,EB Herringbone Sage Roman Blind,,1Clickblinds,Home & Garden > Decor > Window Treatments > Window Blinds & Shades > Blinds,Roman Blinds,"roman-blinds, romna_eb_b",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,46.79,47.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0795/7522/0570/files/HerringboneSage_BLIND.webp?v=1746602187,1,,false,,,2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
eb-herringbone-oyster-roman-blind,EB Herringbone Oyster Roman Blind,,1Clickblinds,Home & Garden > Decor > Window Treatments > Window Blinds & Shades > Blinds,Roman Blinds,"roman-blinds, romna_eb_b",true,Title,Default Title,,,,,,,,,0.0,,-1,deny,manual,46.79,47.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0795/7522/0570/files/HerringboneOyster_BLIND.webp?v=1746602128,1,,false,,,2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
eb-herringbone-chilli-roman-blind,EB Herringbone Chilli Roman Blind,,1Clickblinds,Home & Garden > Decor > Window Treatments > Window Blinds & Shades > Blinds,Roman Blinds,"roman-blinds, romna_eb_b",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,46.79,47.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0795/7522/0570/files/HerringboneChilli_BLIND.webp?v=1746602087,1,,false,,,2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
eb-herringbone-charcoal-roman-blind,EB Herringbone Charcoal Roman Blind,,1Clickblinds,Home & Garden > Decor > Window Treatments > Window Blinds & Shades > Blinds,Roman Blinds,"roman-blinds, romna_eb_b",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,46.79,47.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0795/7522/0570/files/HerringboneCharcoal_BLIND.webp?v=1746602043,1,,false,,,2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
eb-geo-wine-roman-roman-blind,EB Geo Wine Roman Roman Blind,,1Clickblinds,Home & Garden > Decor > Window Treatments > Window Blinds & Shades > Blinds,Roman Blinds,"roman-blinds, romna_eb_d",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,54.59,54.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0795/7522/0570/files/GeoWineRoman.webp?v=1746601948,1,,false,,,2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
eb-geo-navy-roman-roman-blind,EB Geo Navy Roman Roman Blind,,1Clickblinds,Home & Garden > Decor > Window Treatments > Window Blinds & Shades > Blinds,Roman Blinds,"roman-blinds, romna_eb_d",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,54.59,54.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0795/7522/0570/files/GeoNavyRoman.webp?v=1746601892,1,,false,,,2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
eb-geo-natural-roman-roman-blind,EB Geo Natural Roman Roman Blind,,1Clickblinds,Home & Garden > Decor > Window Treatments > Window Blinds & Shades > Blinds,Roman Blinds,"roman-blinds, romna_eb_d",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,54.59,54.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0795/7522/0570/files/GeoNaturalRoman.webp?v=1746601837,1,,false,,,2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
eb-dalyan-wine-roman-blind,EB Dalyan Wine Roman Blind,,1Clickblinds,Home & Garden > Decor > Window Treatments > Window Blinds & Shades > Blinds,Roman Blinds,"roman-blinds, romna_eb_a",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,54.59,54.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0795/7522/0570/files/DalyanWine.webp?v=1746597658,1,,false,,,2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
eb-dalyan-truffle-roman-blind,EB Dalyan Truffle Roman Blind,,1Clickblinds,Home & Garden > Decor > Window Treatments > Window Blinds & Shades > Blinds,Roman Blinds,"roman-blinds, romna_eb_a",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,46.79,47.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0795/7522/0570/files/DalyanTruffle.webp?v=1746594353,1,,false,,,2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
eb-dalyan-thistle-roman-blind,EB Dalyan Thistle Roman Blind,,1Clickblinds,Home & Garden > Decor > Window Treatments > Window Blinds & Shades > Blinds,Roman Blinds,"roman-blinds, romna_eb_a",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,46.79,47.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0795/7522/0570/files/DalyanThistle.webp?v=1746594307,1,,false,,,2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
eb-dalyan-steel-roman-blind,EB Dalyan Steel Roman Blind,,1Clickblinds,Home & Garden > Decor > Window Treatments > Window Blinds & Shades > Blinds,Roman Blinds,"roman-blinds, romna_eb_a",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,46.79,47.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0795/7522/0570/files/DalyanSteel.webp?v=1746594265,1,,false,,,2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
eb-dalyan-sapphire-roman-blind,EB Dalyan Sapphire Roman Blind,,1Clickblinds,Home & Garden > Decor > Window Treatments > Window Blinds & Shades > Blinds,Roman Blinds,"roman-blinds, romna_eb_a",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,46.79,47.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0795/7522/0570/files/DalyanSapphire.webp?v=1746594221,1,,false,,,2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
eb-dalyan-raven-roman-blind,EB Dalyan Raven Roman Blind,,1Clickblinds,Home & Garden > Decor > Window Treatments > Window Blinds & Shades > Blinds,Roman Blinds,"roman-blinds, romna_eb_a",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,46.79,47.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0795/7522/0570/files/DalyanRaven.webp?v=1746594176,1,,false,,,2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
eb-dalyan-pewter-roman-blind,EB Dalyan Pewter Roman Blind,,1Clickblinds,Home & Garden > Decor > Window Treatments > Window Blinds & Shades > Blinds,Roman Blinds,"roman-blinds, romna_eb_a",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,46.79,47.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0795/7522/0570/files/DalyanPewter.webp?v=1746594136,1,,false,,,2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
eb-dalyan-olive-roman-blind,EB Dalyan Olive Roman Blind,,1Clickblinds,Home & Garden > Decor > Window Treatments > Window Blinds & Shades > Blinds,Roman Blinds,"roman-blinds, romna_eb_a",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,46.79,47.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0795/7522/0570/files/DalyanOlive.webp?v=1746594094,1,,false,,,2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
eb-dalyan-mustard-roman-blind,EB Dalyan Mustard Roman Blind,,1Clickblinds,Home & Garden > Decor > Window Treatments > Window Blinds & Shades > Blinds,Roman Blinds,"roman-blinds, romna_eb_a",true,Title,Default Title,,,,,,,,,0.0,,-2,deny,manual,46.79,47.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0795/7522/0570/files/DalyanMustard.webp?v=1746594047,1,,false,,,2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
eb-dalyan-mink-roman-blind,EB Dalyan Mink Roman Blind,,1Clickblinds,Home & Garden > Decor > Window Treatments > Window Blinds & Shades > Blinds,Roman Blinds,"roman-blinds, romna_eb_a",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,46.79,47.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0795/7522/0570/files/DalyanMink.webp?v=1746593991,1,,false,,,2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
eb-dalyan-marine-roman-blind,EB Dalyan Marine Roman Blind,,1Clickblinds,Home & Garden > Decor > Window Treatments > Window Blinds & Shades > Blinds,Roman Blinds,"roman-blinds, romna_eb_a",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,46.79,47.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0795/7522/0570/files/DalyanMarine.webp?v=1746593945,1,,false,,,2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
eb-dalyan-lilac-roman-blind,EB Dalyan Lilac Roman Blind,,1Clickblinds,Home & Garden > Decor > Window Treatments > Window Blinds & Shades > Blinds,Roman Blinds,"roman-blinds, romna_eb_a",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,46.79,47.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0795/7522/0570/files/DalyanLilac.webp?v=1746593895,1,,false,,,2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
